publish_date,headline_text
2017-07-07 08:39:51,Japanese Yen Drops as BoJ Performs Bond Buying to Control Yield
2017-07-06 18:35:23,Positive Fundamentals Fail to Provide Support to Canadian Dollar
2017-07-06 16:17:51,US Dollar Plummets Against Major Peers as Employment Data Misses Estimates
2017-07-06 15:52:04,Euro Rallies Higher Against US Dollar on Hawkish ECB
2017-07-06 09:40:00,"Great Britain Pound Steady, Undeterred by Poor Economic Data"
2017-07-06 09:26:54,Aussie Flat After Release of Australian Trade Balance
2017-07-05 15:03:24,British pound weakens against US dollar on disappointing PMI data
2017-07-05 14:53:46,Dollar Steady as Markets Wait for FOMC Minutes
2017-07-05 13:59:25,Eruo Declines Against US Dollar on comments from the ECB’s Coure
2017-07-05 09:44:35,Australian Dollar Gains Even as China’s Services PMI Disappoints
2017-07-05 09:19:43,Yen Retreats as Risk Aversion Caused by North Korea Subsides
2017-07-05 01:28:44,Canadian Dollar Stable After Tuesday’s Rally
2017-07-04 22:01:03,Swedish Krona Stable After Drop on Riksbank Statement
2017-07-04 12:16:05,Japanese Yen Gains After North Korea Performs Another Missile Test 28
2017-07-04 12:06:17,"Aussie Drops After RBA Statement, Ignores Strong Retail Sales"
2017-07-03 19:56:12,GBP/USD Declines After UK Manufacturing PMI Misses Eectations
2017-07-03 16:32:52,Euro Weakens Against US Dollar on Mixed US and Eurozone Data
2017-07-03 10:30:19,Australian Dollar Unable to Keep Gains Caused by China’s PMI
2017-07-03 10:16:14,Japanese Yen Fails to Capitalize on Upbeat Tankan Survey
2017-06-30 23:20:14,"US Dollar Gains on Friday, Still Vulnerable 2"
2017-06-30 20:39:11,"Canadian Dollar Pushes Higher, Ignoring Domestic Economic Data 0"
2017-06-30 16:27:37,EUR/USD Maintains Losses After Release of Positive US Data
2017-06-30 15:33:14,British Pound Edges Lower Against US Dollar on Lackluster Consumer Spending
2017-06-30 09:53:30,Japanese Yen Rallies Despite Underwhelming Economic Reports
2017-06-30 08:46:13,Australian Dollar Fails to Keep Gains
2017-06-29 19:11:19,US Dollar Extends Decline Against Major Currencies Despite Positive GDP Data
2017-06-29 17:46:18,Yen Trims Initial Losses on Thursday
2017-06-29 17:15:05,CAD Touches Highest Since February vs. USD
2017-06-29 16:24:28,GBP/USD Maintains Gains Despite Positive US GDP Data
2017-06-29 13:34:53,Euro Declines Against US Dollar Despite Positive German CPI Data
2017-06-28 21:55:45,Euro Extends Rally Even as ECB Tries to Downplay QE Tapering Eectations
2017-06-28 19:46:42,Canadian Dollar Jumps as Poloz Shows Hawkish Bias
2017-06-28 19:07:49,US Dollar Trades Within Tight Range Against Euro on Mixed Economic Releases
2017-06-28 15:45:56,British Pound Climbs as Carney Says BoE May Discuss Higher Rates Soon
2017-06-27 19:16:11,US Dollar Plummets Against Euro to Lowest Level Since August Despite Positive Data
2017-06-27 18:52:55,Canadian Dollar Mixed During Tuesday’s Trading
2017-06-27 17:33:54,Euro Surges in Wake of Draghi Comments on Inflation and Growth Sustainability U2
2017-06-27 15:50:35,British Pound Rallies Higher Against US Dollar on BoE’s Carney Speech Ud
2017-06-27 13:56:14,"NZ Dollar Rallies on Trade Data, Loses Gains Later"
2017-06-26 15:04:49,US Dollar Drops Against Euro as Disappointing Economic Release Kicks Off Busy Data Week
2017-06-26 14:04:51,GBP/USD Rallies Higher After News of UK Government Deal
2017-06-26 13:46:41,Positive Market Sentiment Drives Swiss Franc Down
2017-06-26 13:32:25,Japanese Yen Falls After BoJ Summary of Opinions u
2017-06-24 16:09:36,Hawkish Monetary Policy Outlook Doesn’t Help Sterling
2017-06-23 18:50:27,Pound Rises on Interest Rate Hike Speculations
2017-06-23 15:48:00,US Dollar Flounders as PMI Readings Fall Short of Estimate 2
2017-06-23 14:54:30,Canadian Dollar Weakens Against US Counterpart on Weak Inflation Data 1
2017-06-23 10:52:52,Euro Stable After Release of European PMIs
2017-06-23 10:37:11,Yen Little Changed After Manufacturing Misses Eectations
2017-06-22 19:09:18,"Norwegian Krone Rises After Central Bank’s Meeting, Crude Oil Rally"
2017-06-22 17:25:30,Dollar Index Unchanged as Fundamentals Muddy u
2017-06-22 17:23:47,"British Steadies, Shows Little Reaction to Positive Manufacturing Data dD"
2017-06-22 15:25:42,EUR/USD Trades in a Tight Range Despite Positive Eurozone Economic Bulletin
2017-06-22 14:53:48,Canadian Dollar Surges Against US Peer on Solid Retail Sales in April
2017-06-22 11:29:38,"Japanese Yen Rises as Oil Falls, Trims Gains"
2017-06-22 11:02:21,NZ Dollar Rallies After RBNZ Policy Meeting
2017-06-21 18:17:20,US Dollar Trades Within Tight Range Versus Euro Despite Strong Housing Data
2017-06-21 15:09:24,British Pound Rallies Against US Dollar After Queen Elizabeth’s Speech
2017-06-20 23:22:03,Canadian Dollar Follows Crude Oil Down C
2017-06-20 20:46:04,"Euro Falls vs. Majors, Beats Vulnerable Pound"
2017-06-20 17:55:15,US Dollar Rises Against Euro on Hawkish Comments from Federal Reserve Officials
2017-06-20 15:07:46,GBP/USD Tumbles to New Lows After Dovish Comments from Mark Carney
2017-06-20 14:11:58,Swiss Franc Rallies After Speech of SNB Chief
2017-06-20 13:56:58,Australian Dollar Near Opening After Failing to Maintain Rally
2017-06-19 21:35:48,British Pound Retreats Against Major Counterparts as Brexit Talks Start
2017-06-19 15:04:47,US Dollar Gains Against Euro After Upbeat Comments from Fed’s Dudley
2017-06-19 13:41:10,Australian Dollar Mixed After Lowe’s Speech and Moody’s Downgrade
2017-06-19 13:23:26,Japanese Yen Falls as Trade Balance Misses
2017-06-17 16:04:35,Canadian Dollar Ends Week Strongest amid Interest Rate Hike Speculations
2017-06-16 16:24:05,US Dollar Edges Lower Against Euro on Gloomy Consumer Outlook and Weak Housing Data
2017-06-16 16:09:30,GBP/USD Consolidates Gains Ahead of Brexit Negotiations
2017-06-16 13:52:55,NZ Dollar Rebounds as Manufacturing Eansion Accelerates
2017-06-16 12:57:11,Japanese Yen Lower After BoJ Meeting
2017-06-15 20:31:36,"Loonie Drops vs. Greenback, Gains on Other Rivals"
2017-06-15 18:08:26,Swiss Franc Mixed After SNB &amp; PPI
2017-06-15 16:45:31,US Dollar Advances on Positive Manufacturing Data and Hawkish Interest Rates Outlook
2017-06-15 15:51:38,British Pound Reverses Decline Against US Dollar After BoE Rate Decision
2017-06-15 12:33:06,New Zealand Dollar Driven Down by GDP
2017-06-15 12:20:07,Australian Dollar Lifted by Employment Data
2017-06-14 17:56:32,US Dollar Plunges as Retail Sales and Inflation Data Signals Economic Weakness
2017-06-14 16:37:45,British Pound Rallies Against US Dollar on Weak US Inflation Data
2017-06-14 12:38:49,NZ Dollar Gains Despite Surging Current Account Deficit
2017-06-14 11:13:14,Aussie Ignores Negative Domestic Data with Help from China’s Reports
2017-06-13 17:24:06,British Pound Climbs vs. Euro and US Dollar on Strong Inflation Data
2017-06-13 16:46:45,Japanese Yen Weakens Against US Dollar on Higher Risk Sentiment
2017-06-12 19:12:10,US Dollar Moves Lower Against Major Peers Ahead of Fed Meeting 9
2017-06-12 14:57:23,EUR/USD Trades in a Narrow Range on Empty Dockets
2017-06-12 12:01:15,Pound Fails to Bounce After Post-Election Sell-Off c
2017-06-10 17:10:56,"Dollar Ends Week Stronger vs. Euro &amp; Pound, Weaker vs. Commodity Currencies"
2017-06-09 22:45:55,British Pound Holds Losses as Mixed Data Adds to Disappointing Election Results
2017-06-09 16:40:22,Canadian Dollar Rallies Against US Dollar on Positive Jobs Report
2017-06-09 12:56:05,Euro Loses Ground Against the US Dollar on Dovish ECB and UK Election Results
2017-06-09 09:03:24,Great Britain Pound Posts Heavy Losses as Hung Parliament Becomes Reality
2017-06-08 21:24:49,"Swiss Franc Falls vs. Dollar &amp; Yen, Gains on Euro &amp; Pound"
2017-06-08 18:41:04,US Dollar Higher After James Comey Concludes Testimony
2017-06-08 14:40:45,Euro Loses Ground Against US Dollar as ECB Maintains Interest Rates Unchanged
2017-06-08 12:10:52,Yen Goes Lower vs. Rivals as Economic Data &amp; Market Sentiment
2017-06-08 11:32:38,Australian Dollar Steady Despite Macroeconomic Data
2017-06-07 16:49:11,Pound Logs Gains Ahead of Thursday’s Election
2017-06-07 14:12:08,US Dollar Drops Against Japanese Yen as Caution Spreads Between Traders
2017-06-07 14:10:20,EUR/USD Trades Lower on Rumors Regarding the ECB’s Inflation Forecast
2017-06-07 08:12:52,Japanese Yen Extends Rally as Traders Brace for Super Thursday 9
2017-06-07 07:57:38,Australian Dollar Gets Help from GDP &amp; Construction Reports
2017-06-06 17:47:33,GBP/USD Loses Ground to Test New Lows After Latest YouGov Poll
2017-06-06 16:13:56,US Dollar Retreats amid Higher Political Fears Ahead of James Comey Testimony 9
2017-06-06 13:51:14,Australian Dollar Gains After RBA Policy Meeting
2017-06-06 13:34:28,Yen Thrives as Geopolitical Risks Strengthen
2017-06-05 21:43:19,Canadian Dollar Erases Earlier Losses as Weak US Data Overshadows Lower Oil Prices
2017-06-05 18:35:08,Chilean Peso Logs Limited Gains Against US Dollar
2017-06-05 17:24:05,US Dollar Weakens Against Some of Its Main Peers on Soft US Data
2017-06-05 16:58:01,Mexican Peso Climbs as Political Concerns Wane
2017-06-05 12:01:33,"Sterling Defies Fundamentals, Rising During Monday’s Session"
2017-06-05 11:43:36,Australian Dollar Gets Help from China’s Services Sector 1
2017-06-03 11:24:34,"Dollar Ends Week Among Weakest Currencies, Hurt by NFP 8"
2017-06-02 20:57:40,"GBP/USD Rebounds After NFP, Pound Stays Weak Otherwise 8"
2017-06-02 17:36:07,Canadian Dollar Rallies Against US Dollar on Poor NFP Data
2017-06-02 15:25:12,EUR/USD Rallies to New Highs on Disappointing NFP Report
2017-06-02 11:44:13,"Australian Dollar Gains, Fighting Off Adverse Fundamentals"
2017-06-02 11:21:27,"Pound Drops, Ignoring Positive Construction Data"
2017-06-01 23:06:14,US Dollar Climbs Agaisnt Euro as Labor Market Conditions Improve
2017-06-01 10:50:26,"NZ Dollar Posts Limited Losses, Attempts to Bounce vs. Euro"
2017-06-01 10:25:33,Aussie Down as Chinese Economic Data Overshadows Australian
2017-05-31 18:19:59,USD/JPY Hits New -Week Low amid Strong Japanese Data and Mixed US Data
2017-05-31 18:17:34,Canadian Dollar Finds No Relief in Robust Growth of GDP
2017-05-31 17:13:19,GBP/USD Tumbles Lower Then Rallies Higher After Release of PanelBase Poll Results
2017-05-31 15:37:03,Euro Largely Ignores Negative Macroeconomic Data
2017-05-31 14:25:12,US Dollar Drops Against Euro Despite Steady Interest Rates Outlook
2017-05-31 11:11:28,New Zealand Dollar Gains on Improving Outlook for Economy
2017-05-31 10:46:26,Yuan Climbs as China’s Macroeconomic Indicators Stabilize
2017-05-30 17:25:11,US Dollar Declines amid Unimpressive Economic Releases and Rising Global Woes
2017-05-30 17:22:47,USD/JPY Tests New Lows as Japanese Yen Strengthens Against US Dollar
2017-05-30 16:16:49,Canadian Dollar Suffers from Domestic Data &amp; Crude Oil Prices
2017-05-30 15:16:34,Euro Preserves Momentum amid ECB Speculations
2017-05-30 10:37:51,Euro Attempts to Bounce Despite Disappointing Economic Reports
2017-05-30 10:08:33,Great Britain Pound Reverses Earlier Tuesday’s Moves
2017-05-29 20:21:45,Great Britain Pound Rebounds After Friday’s Losses
2017-05-29 17:12:39,South African Rand Drops as Zuma Resists Calls to Step Down
2017-05-29 16:56:48,South Korean Won Falls vs. US Dollar After North Korea Missile Test
2017-05-27 19:59:56,Dollar Ends Week Relatively Subdued
2017-05-26 15:42:20,British Pound Weakens Against US Dollar amid UK Politics and Strong US Data
2017-05-26 15:31:30,"CAD Gains on USD, Other Majors as Oil Prices Stabilize"
2017-05-26 10:19:04,Malaysian Ringgit Gains Following Oil Production Cuts Extension
2017-05-26 10:00:22,Japanese Yen Gains as Tokyo’s Inflation Tops Eectations 1
2017-05-25 18:00:07,US Dollar Climbs Against Commodity Currencies After OPEC Meeting
2017-05-25 16:58:47,EUR/USD Trades Lower on Depressed Oil Prices and Mixed US Data
2017-05-25 11:44:43,Australian Dollar Drops with Commodity Currencies
2017-05-25 11:29:02,Pound Swings Back &amp; Forth After UK GDP
2017-05-24 19:00:45,US Dollar Declines as FOMC Minutes Offer Dovish Interest Rates Outlook
2017-05-24 17:02:30,Euro Declines Slightly Against US Dollar on Mario Draghi’s Dovish Comments
2017-05-24 15:42:54,Canadian Dollar Jumps as BoC Statement Doesn’t Show Dovishness
2017-05-24 10:08:09,Improving Trade Balance Helps NZ Dollar Weather China’s Downgrade
2017-05-24 09:52:44,"Chinese Yuan Falls After Moody’s Downgrade, Recovers"
2017-05-23 18:36:10,US Dollar Struggles to Rise on Disappointing Data and Political Risks 1
2017-05-23 16:29:02,Euro Declines Against US Dollar Despite Positive Eurozone PMI Data
2017-05-22 21:00:15,US Dollar Weakens as Traders Remain Concerned About Political Instability
2017-05-22 18:22:00,EUR/USD Rallies Higher on German Chancellor Angela Merkel’s Comments
2017-05-20 18:34:55,US Politics Lead to Awful Week for Dollar
2017-05-19 19:13:51,USD/JPY Declines to New Lows on Broad US Dollar Sell-Off and Dovish Fed Comments
2017-05-19 17:12:03,US Dollar Plummets Against Euro to Lowest Level Since Trump Election Victory
2017-05-19 16:05:09,GBP/USD Rallies Higher Boosted by Dovish Comments from Bullard
2017-05-19 12:54:44,Canadian Dollar Trades Without Direction After Mixed Data
2017-05-18 18:31:24,Brazilian Real Sinks as Political Scandal Emerges
2017-05-18 16:51:12,US Dollar Stabilizes Against Major Peers as Trump Woes Diminish D
2017-05-18 16:10:03,Japanese Yen Pauses Rally as Risk Aversion Eases Somewhat
2017-05-18 10:04:28,GBP/USD Breaks 0 Level After Retail Sales Data
2017-05-18 09:50:52,Australian Dollar Shows Muted Reaction to Good Employment Data
2017-05-17 19:21:14,Euro Rallies Higher Against US Dollar on Positive Eurozone CPI Data d
2017-05-17 19:16:53,Canadian Dollar Ignores Positive Fundamentals amid Risk Aversion
2017-05-17 18:39:25,Japanese Yen Advances Against US Dollar on Lower Appetite for Risk
2017-05-17 16:39:52,Politics Continue to Damage Appeal of US Dollar
2017-05-17 12:06:03,Sterling Reacts Positively to Employment Data
2017-05-17 11:33:40,Aussie Drops for Forth Day vs. Euro &amp; Franc
2017-05-16 17:07:12,Japanese Yen Rallies Against US Dollar on Weak US Housing Starts Data
2017-05-16 14:35:09,Trump Worries Hit Dollar Yet Again
2017-05-16 13:31:49,Euro Surges on Economic Data &amp; Merkel’s Victory
2017-05-16 11:38:22,Aussie Down After RBA Minutes &amp; Oil Prices Rise
2017-05-16 11:13:37,Great Britain Pound Fails to Capitalize on Positive UK Data
2017-05-15 21:07:08,US Dollar Weakens Against Commodity Currencies as Oil Prices Surge
2017-05-15 17:36:26,"Canadian Dollar Follows Crude Oil, Moving Higher c"
2017-05-15 16:39:51,"Swiss Franc Ignores Domestic Data, Rallies vs. Majors"
2017-05-15 15:26:37,GBP/USD Shows Muted Reaction to Negative Comments on Brexit Talks
2017-05-15 10:53:10,New Zealand Dollar Joins Rally of Commodity Currencies
2017-05-15 10:22:17,Rally of Crude Oil Helps Aussie Mitigate Negative Fundemantals
2017-05-13 15:19:32,Super Thursday Makes Sterling End Week Extremely Soft
2017-05-12 17:52:51,US Dollar Retreats as Weak CPI Data Overshadows Gains in Consumer Sentiment
2017-05-12 17:37:45,EUR/USD Rallies Higher Boosted by Strong German GDP Data and Weak US Data 0
2017-05-11 17:33:38,Euro Weakens Against US Dollar on Upbeat US Data
2017-05-11 17:08:05,US Dollar Touches Highest Level in Weeks Against Euro Before Giving up Gains
2017-05-11 15:00:01,Loonie Weakens After Moody’s Downgrades Canada’s Banks
2017-05-11 11:27:27,New Zealand Dollar Tumbles After RBNZ Policy Meeting
2017-05-11 09:48:56,Great Britain Pound Weak Ahead of BoE Meeting
2017-05-10 19:09:28,Canadian Dollar Strengthens Against US Peer as Crude Inventories Fall
2017-05-10 17:09:52,EUR/USD continues losing streak despite Mario Draghi speech
2017-05-09 19:44:07,US Dollar Climbs Against Most Major Peers on Positive Interest Rates Outlook
2017-05-09 16:37:01,USD/CAD Rallies Higher on Weak Canadian Building Permits Data
2017-05-08 18:19:28,Canadian Dollar Retreats as Weak Chinese Data Weighs on Metal Prices
2017-05-08 18:15:27,"US Dollar Rallies Slightly Higher, but Still Under Increased Selling Pressure"
2017-05-08 09:22:39,Aussie Mixed After Release of Data from China &amp; Australia
2017-05-08 08:29:14,Great Britain Pound Waits for Super Thursday
2017-05-08 06:55:29,Euro Backs Off After Opening Sharply Higher
2017-05-06 16:43:53,Dollar Soft Despite Week of Good Fundamentals
2017-05-05 17:32:38,Canadian Dollar Gains Strength amid Stabilizing Oil Prices
2017-05-05 16:47:03,Pound Rallies on Friday After Week of Good Data
2017-05-05 16:09:15,Euro Rallies Higher Against the US Dollar as NFP Effects Fade
2017-05-05 15:21:02,US Dollar Posts Mixed Results on Positive Non-Farm Payrolls Data 2
2017-05-05 08:56:15,Australian Dollar Follows Crude Oil in Volatile Trading
2017-05-05 08:29:01,New Zealand Dollar Avoids Drop Thanks to Inflation Eectations
2017-05-04 12:21:15,EUR/USD Rallies Higher on Strong Eurozone PMI and Retail Sales Data
2017-05-04 11:00:26,Australian Dollar Lower After Economic Data &amp; Comments from RBA Chief
2017-05-04 10:33:06,Britain’s Pound Shows No Clear Trend After Positive Services PMI
2017-05-03 19:43:24,"CAD Falls vs. USD, Gains on Other Majors"
2017-05-03 18:27:15,USD/JPY Rallies Higher on Weaker Japanese Yen and Nikkei Holiday
2017-05-03 17:56:30,US Dollar Climbs Versus Major Peers on Robust Labor Market Data
2017-05-03 15:16:51,EUR/USD Stable-to-Lower Ahead of Fed
2017-05-03 09:40:45,Sterling Eases Losses amid Clashing Fundamentals
2017-05-03 08:26:23,New Zealand Dollar Fails to Hold onto Gains After Employment Data
2017-05-02 18:44:30,Canadian Dollar Plummets Versus US Peer amid Growing Uncertainty About Trade Outlook
2017-05-02 17:11:15,US Dollar Climbs Against Japanese Yen on Higher Appetite for Risk
2017-05-02 12:17:30,EUR/USD Trades Sideways on Negative Eurozone Unemployment Data
2017-05-02 09:14:05,Great Britain Pound Meanders After Amazing Manufacturing Report
2017-05-02 08:51:12,"Australia Dollar Higher After RBA, Under Pressure from China’ Data"
2017-05-01 19:09:34,US Dollar Fluctuates Between Gains and Losses amid Weak Manufacturing PMI
2017-05-01 09:57:47,Great Britain Pound Mixed as Brexit Remains Hot Topic
2017-05-01 09:26:48,Aussie Joins Other Asian Currencies in Rally on Monday c
2017-05-01 07:29:07,First Week of May Should Be Important for US Dollar 1
2017-04-28 18:25:39,US Dollar Weakens Versus a Basket of Major Counterparts on Disappointing GDP Growth
2017-04-28 17:05:47,USD/CAD Rallies Briefly After Release of Flat Canadian GDP Data
2017-04-28 11:34:58,EUR/USD Rallies Higher on Positive Eurozone CPI Data 82
2017-04-28 11:09:44,Japanese Yen Soft Following Economic Data &amp; BoJ Meeting
2017-04-28 10:48:03,"GBP/USD Rises to Highest Since September, Ignoring Data"
2017-04-27 20:26:21,US Dollar Remains Little Changed Against Main Peers on Mixed Economic Data
2017-04-27 17:17:47,EUR/USD Dips Drastically as ECB Maintains Interest Rates and QE Program
2017-04-26 19:22:14,New Zealand Dollar weakens Against US Counterpart Following Trump Tweet on Dairy Industry
2017-04-26 15:27:05,USD/CAD Trades Sideways After Disappointing Canadian Retail Sales Data 01
2017-04-26 07:55:14,Yen on Back Foot as Investors Have Confidence to Risk
2017-04-26 07:52:51,AUD/USD Drops for Third Day as Australian CPI Misses Eectations
2017-04-25 18:06:45,Canadian Dollar Declines as US Imposes New Duties on Canadian Lumber Imports
2017-04-25 16:22:51,US Dollar Drops to New Lows Despite Positive US Data
2017-04-24 19:07:31,Canadian Dollar Erases Early Gains as Lower Oil Prices Outweigh Wholesale Data
2017-04-24 18:14:09,Euro Gaps Against US Dollar Following French Election Results
2017-04-24 14:31:00,Yen Soft as Fears Abate After French Elections
2017-04-24 12:26:21,EUR/USD Retreats from -Month High After French Election
2017-04-22 17:19:18,Great Britain Pound Strong After Election Announcement C
2017-04-21 17:50:46,US Dollar Edges Higher on Strong Housing Data and Anticipation for French Election
2017-04-21 12:38:06,"Yen Gains on Economic Data, Risk Aversion"
2017-04-21 11:36:43,Pound Drops After Uneectedly Poor Retail Sales Data
2017-04-21 00:08:15,US Dollar Stays Lower on Lackluster Manufacturing Data
2017-04-20 17:05:05,Euro Climbs Higher Against Peers on Positive Consumer Confidence Data
2017-04-20 13:19:54,GBP/USD Maintains Its Gains as UK Voting Intentions Become Clear
2017-04-19 19:02:25,Canadian Dollar Drops for Second Day
2017-04-19 17:21:39,Dollar Logs Limited Rally
2017-04-19 13:28:27,Market Sentiment Drags Aussie Dawn Despite Positive Data
2017-04-19 13:14:58,Pound Consolidates Following Tuesday’s Rally
2017-04-18 18:53:47,US Dollar Drops Against Euro as Housing Data Disappoints
2017-04-18 14:50:31,Euro Rallies Higher Against US Dollar Despite Looming French Elections
2017-04-18 14:03:58,British Pound Rallies Against US Dollar on Snap UK Election Announcement c
2017-04-18 13:17:16,Pound Soars After Theresa May Shocks Markets with Election Announcement U
2017-04-18 11:22:26,Australian Dollar Drops Against US Dollar upon Release of RBA Minutes 1
2017-04-17 16:18:50,EUR/USD Pushes Higher on Soft US Housing and Manufacturing Data
2017-04-15 14:02:16,Yen Thrives During Week of Risk Aversion
2017-04-14 17:50:15,Euro Gains Slightly Against the US Dollar on Weak US CPI Data
2017-04-14 14:27:32,US Dollar Edges Lower amid Thin Trading and Disappointing Retail Sales
2017-04-14 11:19:06,South Korean Goes Down as Geopolitical Tensions Continue to Mount
2017-04-14 10:58:59,Britain’s Pound Steady During Holiday Trading
2017-04-13 16:37:37,US Dollar Partly Recovers After Plummeting on Negative Comments from Trump
2017-04-13 16:22:54,Australian Dollar Rallies Against US Dollar on Strong Employment Data U
2017-04-12 17:47:54,Canadian Dollar Strengthens Against US Dollar on BoC Interest Rate Announcement
2017-04-12 11:12:22,Sterling Flat as Employment Data Doesn’t Help in Establishing Trend
2017-04-12 10:43:03,Aussie Posts Small Losses After Data from Australia &amp; China
2017-04-11 19:20:23,Canadian Dollar Gains Against Most Peers Ahead of BoC Interest Rate Decision
2017-04-11 17:52:55,Euro Drops Despite Improving Economic Sentiment
2017-04-11 17:14:22,US Dollar Weakens Against Japanese Yen as Investors’ Risk Appetite Declines
2017-04-11 11:36:25,Great Britain Pound Little-Changed During Quiet Tuesday’s Trading
2017-04-11 11:22:41,Australian Dollar Steady on Tuesday
2017-04-10 23:31:24,Pound Bounces from Lows as Traders Wait for Inflation Report
2017-04-10 20:46:32,US Dollar Declines Against Euro as Anticipation Grows for Yellen Speech
2017-04-10 15:11:33,EUR/USD Starts Week on a Decline as French Elections Approach U
2017-04-10 13:02:14,Czech Koruna Continues to Appreciate After Cap Removal
2017-04-10 12:39:26,Aussie Starts Week Soft in Risk-Off Environment
2017-04-08 12:52:21,US Dollar Ends Week Strong as Markets Ignore NFP
2017-04-07 19:34:16,EUR/USD Declines to Close the Week Much Lower Despite Poor NFP Data
2017-04-07 17:58:08,Canadian Dollar Gets Boost from Economic Indicators &amp; Oil Prices
2017-04-07 17:24:48,US Dollar Unfazed by Abysmal Nonfarm Payrolls
2017-04-07 12:06:42,"UK Economic Reports Fail to Impress, Sterling Under Pressure"
2017-04-07 09:57:58,Yen Climbs After USA Attacks Syrian Military Base
2017-04-06 17:13:42,Canadian Dollar Recovers from Early Losses Despite Negative Housing Data
2017-04-06 17:11:09,EUR/USD Declines on Dovish ECB and the Release of US Jobless Claims Data
2017-04-06 12:58:44,"Australian Dollar Drops on Chinese Services PMI, Manages to Bounce 0"
2017-04-06 12:16:53,Czech Koruna Soars After Central Bank Removes Cap
2017-04-05 17:41:09,EUR/USD Weakens as Uncertainty Looms over French Elections
2017-04-05 16:57:07,US Dollar Climbs Following Positive ADP Employment Data
2017-04-05 13:08:26,Rand Falls as Political Turmoil in South Africa Intensifies
2017-04-05 12:42:31,Accelerating Growth of UK Service Sector Helps Sterling
2017-04-04 21:39:20,US Dollar Loses Earlier Gains Against Euro Ahead of Anticipated Economic Data
2017-04-04 18:34:11,GBP/USD Declines for Second Day Triggered by Disappointing Industry Reports
2017-04-04 17:28:55,South African Rand Bounces After Intraday Drop
2017-04-04 11:22:13,"Traders Seek Safety on Tuesday, Yen Gains as Result"
2017-04-04 10:41:35,Aussie Trades Lower After RBA Keeps Monetary Policy Without Changes
2017-04-03 21:26:38,US Dollar Declines Against Japanese Yen on Uncertainty about Congressional Support for Trump
2017-04-03 17:41:11,USD/CAD Declines Briefly After Release of BoC’s Business Outlook Survey
2017-04-03 13:01:29,Yen Flat After Tankan Survey
2017-04-03 12:23:07,Aussie Starts Week Soft due to Macroeconomic Data
2017-04-01 18:02:59,Dovish Stance of ECB Results in Week of Euro Sell-Off
2017-03-31 18:42:26,USD/CAD Declines After Release of Canada’s GDP Data
2017-03-31 16:39:50,US Dollar Steadies on Dovish Comments from Federal Reserve Official
2017-03-30 19:35:40,US Dollar Rises Against Major Peers on Strong GDP Data
2017-03-30 18:15:26,EUR/USD Declines After the Release of Disappointing German CPI Data
2017-03-30 11:26:33,"South African Rand Bounces, Jumping More Than % vs. Dollar"
2017-03-30 11:10:03,"Sterling Halts Decline, Gains on Euro"
2017-03-29 19:22:32,Euro Retreats as Outlook for ECB Monetary Policy Becomes More Dovish
2017-03-29 17:19:10,US Dollar Rallies Following the Release of Pending Home Sales Data
2017-03-29 10:30:46,Rand Falls as Markets Eect Gordhan to Leave Office
2017-03-29 09:22:15,Sterling Soft as Markets Prepare for Brexit
2017-03-28 19:29:10,US Dollar Climbs Against Main Peers on Solid Consumer Confidence Data
2017-03-28 17:38:08,GBP/USD Declines After Release of Positive US Economic Data
2017-03-27 18:56:00,Canadian Dollar Climbs Against US Counterpart amid Uncertainty Surrounding Trump Plans 8
2017-03-27 17:12:13,GBP/USD Rallies Ahead of Theresa May’s Triggering of Article
2017-03-27 13:35:37,Yen Climbs Following Trump’s Failure to Dismantle Obamacare C
2017-03-27 08:26:12,US Dollar Weak as Trump Fails to Repeal Obamacare
2017-03-24 22:32:46,"US Dollar Gives up Early Gains on Disappointing Data, Healthcare Vote Delayed"
2017-03-24 18:09:41,EUR/USD Rallies Higher on Positive Eurozone PMI Data and Weak Greenback
2017-03-24 10:23:24,Japanese Yen Soft Against Euro &amp; Swiss Franc
2017-03-24 09:49:56,New Zealand Dollar Falls for Fourth Day Against Yen
2017-03-23 17:52:00,US Dollar Maintains Losses Ahead of GOP Healthcare Plan Vote
2017-03-23 17:01:36,GBP/USD Rallies After Release of Strong UK Sales Data by the ONS
2017-03-22 17:45:44,EUR/USD Rallies After Release of the Eurozone’s Current Account Balance
2017-03-22 17:15:15,US Dollar Weakens as Doubts Grow Against Trump Tax and Spending Plans
2017-03-22 09:37:46,AUD/JPY at Lowest Since January
2017-03-22 09:11:15,Yen Climbs vs. Dollar to Highest in Four Months
2017-03-21 19:44:34,US Dollar Falls Against Major Peers on Concerns About Trump Administration
2017-03-21 16:42:46,GBP/USD Consolidates Gains Made After Release of UK CPI Data
2017-03-20 20:24:23,Canadian Dollar Falls Against US Peer as Oil Prices Fall
2017-03-20 17:19:24,US Dollar Demonstrates Mild Recovery During the American session
2017-03-20 10:24:27,Great Britain Pound’s Future Hangs on Inflation Data
2017-03-17 18:46:01,US Dollar Trades near Lowest Level in More Than a Month 8
2017-03-17 18:02:41,USD/JPY Declines After Release of US Consumer Confidence data
2017-03-17 11:55:35,Sterling Tries to Hold onto Gains Caused by BoE Statement
2017-03-17 11:35:50,New Zealand Dollar Rallies Following Manufacturing Report
2017-03-16 18:12:44,US Dollar Maintains Losses Despite Higher Interest Rates from Federal Reserve U
