publish_date,headline_text
2017-08-17 17:57:46,US Dollar Gives up Early Gains as Political Woes Remain in Play
2017-08-17 15:09:34,Euro Declines Against US Dollar on Dovish ECB Minutes
2017-08-16 17:28:03,British Pound Declines Against US Dollar Despite Positive Jobs Data
2017-08-15 15:39:13,US Dollar Rallies Higher Against Peers on Positive Advance Retail Sales
2017-08-15 09:11:25,EUR/USD hits new daily lows despite strong German GDP data
2017-08-11 16:34:59,US Dollar Weakens Against Euro as Inflation Data Misses Estimates D
2017-08-11 15:00:34,USD/CAD tests new lows after release of weak US CPI data U
2017-08-10 14:26:58,EUR/USD rallies briefly post negative US jobless claims and PPI data
2017-08-10 10:32:26,British pound rallies slightly against US dollar on mixed UK data
2017-08-09 15:52:50,US Dollar Erases Earlier Gains as Geopolitical Tensions Increase
2017-08-08 15:52:08,US Dollar Surges Against Euro on Record High Job Openings in June
2017-08-08 13:55:50,EUR/USD trades sideways on weak German trade balance data
2017-08-04 16:35:09,US Dollar Surges on Impressive Job Gains and Shrinking Trade Deficit 9
2017-08-04 16:09:02,Canadian Dollar Declines Against US Dollar on Positive NFP
2017-08-04 10:00:26,Australian Dollar Gains Following Retail Sales &amp; RBA Statement
2017-08-03 20:20:53,USD/CAD Trims Gains as Traders Are Getting Ready for Friday’s Releases
2017-08-03 16:15:51,US Dollar Remains near Lowest Level in Years as Business Activity Lags Behind Forecast
2017-08-03 15:02:48,Euro Rallies Higher Against US Dollar on Weak US ISM Data
2017-08-03 14:04:17,British Pound Plunges Against US Dollar on BoE Rate Decision
2017-08-03 11:05:08,Australian Dollar Falls Along with Trade Surplus
2017-08-02 15:44:46,US Dollar Falls Against Euro as ADP Employment Data Misses Estimates
2017-08-02 15:23:31,Euro Gains Against US Dollar on Positive EU PPI and Weak US ADP Reports
2017-08-02 12:27:42,NZ Dollar Driven Down by Employment Data
2017-08-01 16:05:00,US Dollar Remains Weak Despite the Release of Mixed US Data
2017-08-01 11:14:29,Australian Dollar Fails to Bounce After RBA Meeting
2017-07-29 15:44:04,Dollar’s Bearish Trend Persists amid Negative Fundamentals
2017-07-28 16:58:10,US Dollar Weakens Against Euro as GDP Data Disappoints
2017-07-28 16:07:36,Canadian Dollar Rallies Against US Dollar on Positive GDP Data
2017-07-28 13:26:53,Euro rallies against US dollar on positive German CPI data
2017-07-27 15:34:23,US Dollar Rallies Against Peers on Positive Durable Goods Orders
2017-07-27 10:10:49,"Australian Dollar Struggles to Keep Gains, Data Weighs 0D"
2017-07-26 23:06:47,USD/CAD Drops to Two-Year Low After Fed Statement 8
2017-07-26 16:44:06,US Dollar Edges Higher Ahead of Fed Decision Despite Lackluster Home Sales
2017-07-26 15:03:28,British Pound Rallies Against US Dollar on Positive GDP Data
2017-07-26 13:43:12,NZ Dollar Rallies with Help from Widening Trade Surplus
2017-07-26 13:14:08,"Australian Dollar Weakens on Inflation, Comments from RBA Chief"
2017-07-25 15:28:13,US Dollar Recovers Briefly on Positive US Consumer Confidence C
2017-07-24 17:31:45,Canadian Dollar Gains as Wholesale Sales Rose to Record
2017-07-24 15:49:40,"US Dollar Edges Higher Ahead of Fed Meeting, Despite Disappointing Home Sales"
2017-07-21 18:12:23,Australian Dollar Sinks as Interest Rate Hike Eectations Slashed
2017-07-21 15:20:59,Euro Rallies Against US Dollar for Second Consecutive Day
2017-07-21 14:25:19,Canadian Dollar Climbs Against US Peer Following Solid Retail Sales d
2017-07-19 20:06:16,Canadian Dollar Propelled by Economic Data &amp; Oil Prices C
2017-07-19 14:19:05,US Dollar Rises Against Main Counterparts on Strong Housing Data
2017-07-19 11:32:14,"NZ Dollar Gains on Market Sentiment, Pays No Heed to Inflation"
2017-07-19 11:00:36,Australian Dollar Rallies Undisturbed by Poor Data
2017-07-18 16:10:25,EUR/USD Tests New Yearly Highs on Weak US Dollar
2017-07-18 15:22:55,British Pound Drops Against US Dollar on Weak Inflation Data
2017-07-15 17:21:25,US Dollar Ends Week Extremely Soft After Yellen Comments
2017-07-14 20:51:56,GBP/USD Touches Highest Since September
2017-07-14 16:39:27,US dollar tumbles as CPI and Retail sales data disappoint 8
2017-07-14 12:06:25,EUR/USD Stays Put Despite ECB QE Tapering Rumors
2017-07-12 20:45:14,US Dollar Weakens After Janet Yellen Testifies
2017-07-12 16:08:38,Canadian Dollar Rallies Against US Dollar After BoC Rate Hike
2017-07-12 13:58:56,Australian Dollar Rallies as Consumer Sentiment Improves
2017-07-11 18:19:30,US Dollar Falls on Political Scandal &amp; Doubts About Interest Rate Hike
2017-07-11 15:40:09,USD/CAD Rallies Higher Despite Positive Canadian Housing Starts Data
2017-07-11 12:54:13,NZ Dollar Down After Underwhelming Electronic Card Spending
2017-07-10 16:47:59,British Pound Weakens Against US Dollar After Disappointing Week
2017-07-08 20:12:22,Canadian Dollar Ends Week Strongest amid BoC Hike Speculations
2017-07-07 16:06:32,US Dollar Rallies Higher Against Peers on Positive Non-Farm Payrolls Report
2017-07-07 15:02:33,Employment Data Fuels Rally of Canadian Dollar
2017-07-06 18:35:23,Positive Fundamentals Fail to Provide Support to Canadian Dollar
2017-07-06 16:17:51,US Dollar Plummets Against Major Peers as Employment Data Misses Estimates
2017-07-06 15:52:04,Euro Rallies Higher Against US Dollar on Hawkish ECB
2017-07-05 15:03:24,British pound weakens against US dollar on disappointing PMI data
2017-07-05 14:53:46,Dollar Steady as Markets Wait for FOMC Minutes
2017-07-05 13:59:25,Eruo Declines Against US Dollar on comments from the ECB’s Coure
2017-07-05 09:44:35,Australian Dollar Gains Even as China’s Services PMI Disappoints
2017-07-05 01:28:44,Canadian Dollar Stable After Tuesday’s Rally
2017-07-03 19:56:12,GBP/USD Declines After UK Manufacturing PMI Misses Eectations
2017-07-03 16:32:52,Euro Weakens Against US Dollar on Mixed US and Eurozone Data
2017-07-03 10:30:19,Australian Dollar Unable to Keep Gains Caused by China’s PMI
2017-06-30 23:20:14,"US Dollar Gains on Friday, Still Vulnerable 2"
2017-06-30 20:39:11,"Canadian Dollar Pushes Higher, Ignoring Domestic Economic Data 0"
2017-06-30 16:27:37,EUR/USD Maintains Losses After Release of Positive US Data
2017-06-30 15:33:14,British Pound Edges Lower Against US Dollar on Lackluster Consumer Spending
2017-06-30 08:46:13,Australian Dollar Fails to Keep Gains
2017-06-29 19:11:19,US Dollar Extends Decline Against Major Currencies Despite Positive GDP Data
2017-06-29 17:15:05,CAD Touches Highest Since February vs. USD
2017-06-29 16:24:28,GBP/USD Maintains Gains Despite Positive US GDP Data
2017-06-29 13:34:53,Euro Declines Against US Dollar Despite Positive German CPI Data
2017-06-28 19:46:42,Canadian Dollar Jumps as Poloz Shows Hawkish Bias
2017-06-28 19:07:49,US Dollar Trades Within Tight Range Against Euro on Mixed Economic Releases
2017-06-27 19:16:11,US Dollar Plummets Against Euro to Lowest Level Since August Despite Positive Data
2017-06-27 18:52:55,Canadian Dollar Mixed During Tuesday’s Trading
2017-06-27 15:50:35,British Pound Rallies Higher Against US Dollar on BoE’s Carney Speech Ud
2017-06-27 13:56:14,"NZ Dollar Rallies on Trade Data, Loses Gains Later"
2017-06-26 15:04:49,US Dollar Drops Against Euro as Disappointing Economic Release Kicks Off Busy Data Week
2017-06-26 14:04:51,GBP/USD Rallies Higher After News of UK Government Deal
2017-06-23 15:48:00,US Dollar Flounders as PMI Readings Fall Short of Estimate 2
2017-06-23 14:54:30,Canadian Dollar Weakens Against US Counterpart on Weak Inflation Data 1
2017-06-22 17:25:30,Dollar Index Unchanged as Fundamentals Muddy u
2017-06-22 15:25:42,EUR/USD Trades in a Tight Range Despite Positive Eurozone Economic Bulletin
2017-06-22 14:53:48,Canadian Dollar Surges Against US Peer on Solid Retail Sales in April
2017-06-22 11:02:21,NZ Dollar Rallies After RBNZ Policy Meeting
2017-06-21 18:17:20,US Dollar Trades Within Tight Range Versus Euro Despite Strong Housing Data
2017-06-21 15:09:24,British Pound Rallies Against US Dollar After Queen Elizabeth’s Speech
2017-06-20 23:22:03,Canadian Dollar Follows Crude Oil Down C
2017-06-20 17:55:15,US Dollar Rises Against Euro on Hawkish Comments from Federal Reserve Officials
2017-06-20 15:07:46,GBP/USD Tumbles to New Lows After Dovish Comments from Mark Carney
2017-06-20 13:56:58,Australian Dollar Near Opening After Failing to Maintain Rally
2017-06-19 15:04:47,US Dollar Gains Against Euro After Upbeat Comments from Fed’s Dudley
2017-06-19 13:41:10,Australian Dollar Mixed After Lowe’s Speech and Moody’s Downgrade
2017-06-17 16:04:35,Canadian Dollar Ends Week Strongest amid Interest Rate Hike Speculations
2017-06-16 16:24:05,US Dollar Edges Lower Against Euro on Gloomy Consumer Outlook and Weak Housing Data
2017-06-16 16:09:30,GBP/USD Consolidates Gains Ahead of Brexit Negotiations
2017-06-16 13:52:55,NZ Dollar Rebounds as Manufacturing Eansion Accelerates
2017-06-15 16:45:31,US Dollar Advances on Positive Manufacturing Data and Hawkish Interest Rates Outlook
2017-06-15 15:51:38,British Pound Reverses Decline Against US Dollar After BoE Rate Decision
2017-06-15 12:33:06,New Zealand Dollar Driven Down by GDP
2017-06-15 12:20:07,Australian Dollar Lifted by Employment Data
2017-06-14 17:56:32,US Dollar Plunges as Retail Sales and Inflation Data Signals Economic Weakness
2017-06-14 16:37:45,British Pound Rallies Against US Dollar on Weak US Inflation Data
2017-06-14 12:38:49,NZ Dollar Gains Despite Surging Current Account Deficit
2017-06-13 17:24:06,British Pound Climbs vs. Euro and US Dollar on Strong Inflation Data
2017-06-13 16:46:45,Japanese Yen Weakens Against US Dollar on Higher Risk Sentiment
2017-06-12 19:12:10,US Dollar Moves Lower Against Major Peers Ahead of Fed Meeting 9
2017-06-12 14:57:23,EUR/USD Trades in a Narrow Range on Empty Dockets
2017-06-10 17:10:56,"Dollar Ends Week Stronger vs. Euro &amp; Pound, Weaker vs. Commodity Currencies"
2017-06-09 16:40:22,Canadian Dollar Rallies Against US Dollar on Positive Jobs Report
2017-06-09 12:56:05,Euro Loses Ground Against the US Dollar on Dovish ECB and UK Election Results
2017-06-08 21:24:49,"Swiss Franc Falls vs. Dollar &amp; Yen, Gains on Euro &amp; Pound"
2017-06-08 18:41:04,US Dollar Higher After James Comey Concludes Testimony
2017-06-08 14:40:45,Euro Loses Ground Against US Dollar as ECB Maintains Interest Rates Unchanged
2017-06-08 11:32:38,Australian Dollar Steady Despite Macroeconomic Data
2017-06-07 14:12:08,US Dollar Drops Against Japanese Yen as Caution Spreads Between Traders
2017-06-07 14:10:20,EUR/USD Trades Lower on Rumors Regarding the ECB’s Inflation Forecast
2017-06-07 07:57:38,Australian Dollar Gets Help from GDP &amp; Construction Reports
2017-06-06 17:47:33,GBP/USD Loses Ground to Test New Lows After Latest YouGov Poll
2017-06-06 16:13:56,US Dollar Retreats amid Higher Political Fears Ahead of James Comey Testimony 9
2017-06-06 13:51:14,Australian Dollar Gains After RBA Policy Meeting
2017-06-05 21:43:19,Canadian Dollar Erases Earlier Losses as Weak US Data Overshadows Lower Oil Prices
2017-06-05 18:35:08,Chilean Peso Logs Limited Gains Against US Dollar
2017-06-05 17:24:05,US Dollar Weakens Against Some of Its Main Peers on Soft US Data
2017-06-05 11:43:36,Australian Dollar Gets Help from China’s Services Sector 1
2017-06-03 11:24:34,"Dollar Ends Week Among Weakest Currencies, Hurt by NFP 8"
2017-06-02 20:57:40,"GBP/USD Rebounds After NFP, Pound Stays Weak Otherwise 8"
2017-06-02 17:36:07,Canadian Dollar Rallies Against US Dollar on Poor NFP Data
2017-06-02 15:25:12,EUR/USD Rallies to New Highs on Disappointing NFP Report
2017-06-02 11:44:13,"Australian Dollar Gains, Fighting Off Adverse Fundamentals"
2017-06-01 23:06:14,US Dollar Climbs Agaisnt Euro as Labor Market Conditions Improve
2017-06-01 10:50:26,"NZ Dollar Posts Limited Losses, Attempts to Bounce vs. Euro"
2017-05-31 18:19:59,USD/JPY Hits New -Week Low amid Strong Japanese Data and Mixed US Data
2017-05-31 18:17:34,Canadian Dollar Finds No Relief in Robust Growth of GDP
2017-05-31 17:13:19,GBP/USD Tumbles Lower Then Rallies Higher After Release of PanelBase Poll Results
2017-05-31 14:25:12,US Dollar Drops Against Euro Despite Steady Interest Rates Outlook
2017-05-31 11:11:28,New Zealand Dollar Gains on Improving Outlook for Economy
2017-05-30 17:25:11,US Dollar Declines amid Unimpressive Economic Releases and Rising Global Woes
2017-05-30 17:22:47,USD/JPY Tests New Lows as Japanese Yen Strengthens Against US Dollar
2017-05-30 16:16:49,Canadian Dollar Suffers from Domestic Data &amp; Crude Oil Prices
2017-05-29 16:56:48,South Korean Won Falls vs. US Dollar After North Korea Missile Test
2017-05-27 19:59:56,Dollar Ends Week Relatively Subdued
2017-05-26 15:42:20,British Pound Weakens Against US Dollar amid UK Politics and Strong US Data
2017-05-26 15:31:30,"CAD Gains on USD, Other Majors as Oil Prices Stabilize"
2017-05-25 18:00:07,US Dollar Climbs Against Commodity Currencies After OPEC Meeting
2017-05-25 16:58:47,EUR/USD Trades Lower on Depressed Oil Prices and Mixed US Data
2017-05-25 11:44:43,Australian Dollar Drops with Commodity Currencies
2017-05-24 19:00:45,US Dollar Declines as FOMC Minutes Offer Dovish Interest Rates Outlook
2017-05-24 17:02:30,Euro Declines Slightly Against US Dollar on Mario Draghi’s Dovish Comments
2017-05-24 15:42:54,Canadian Dollar Jumps as BoC Statement Doesn’t Show Dovishness
2017-05-24 10:08:09,Improving Trade Balance Helps NZ Dollar Weather China’s Downgrade
2017-05-23 18:36:10,US Dollar Struggles to Rise on Disappointing Data and Political Risks 1
2017-05-23 16:29:02,Euro Declines Against US Dollar Despite Positive Eurozone PMI Data
2017-05-22 21:00:15,US Dollar Weakens as Traders Remain Concerned About Political Instability
2017-05-22 18:22:00,EUR/USD Rallies Higher on German Chancellor Angela Merkel’s Comments
2017-05-20 18:34:55,US Politics Lead to Awful Week for Dollar
2017-05-19 19:13:51,USD/JPY Declines to New Lows on Broad US Dollar Sell-Off and Dovish Fed Comments
2017-05-19 17:12:03,US Dollar Plummets Against Euro to Lowest Level Since Trump Election Victory
2017-05-19 16:05:09,GBP/USD Rallies Higher Boosted by Dovish Comments from Bullard
2017-05-19 12:54:44,Canadian Dollar Trades Without Direction After Mixed Data
2017-05-18 16:51:12,US Dollar Stabilizes Against Major Peers as Trump Woes Diminish D
2017-05-18 10:04:28,GBP/USD Breaks 0 Level After Retail Sales Data
2017-05-18 09:50:52,Australian Dollar Shows Muted Reaction to Good Employment Data
2017-05-17 19:21:14,Euro Rallies Higher Against US Dollar on Positive Eurozone CPI Data d
2017-05-17 19:16:53,Canadian Dollar Ignores Positive Fundamentals amid Risk Aversion
2017-05-17 18:39:25,Japanese Yen Advances Against US Dollar on Lower Appetite for Risk
2017-05-17 16:39:52,Politics Continue to Damage Appeal of US Dollar
2017-05-16 17:07:12,Japanese Yen Rallies Against US Dollar on Weak US Housing Starts Data
2017-05-16 14:35:09,Trump Worries Hit Dollar Yet Again
2017-05-15 21:07:08,US Dollar Weakens Against Commodity Currencies as Oil Prices Surge
2017-05-15 17:36:26,"Canadian Dollar Follows Crude Oil, Moving Higher c"
2017-05-15 15:26:37,GBP/USD Shows Muted Reaction to Negative Comments on Brexit Talks
2017-05-15 10:53:10,New Zealand Dollar Joins Rally of Commodity Currencies
2017-05-12 17:52:51,US Dollar Retreats as Weak CPI Data Overshadows Gains in Consumer Sentiment
2017-05-12 17:37:45,EUR/USD Rallies Higher Boosted by Strong German GDP Data and Weak US Data 0
2017-05-11 17:33:38,Euro Weakens Against US Dollar on Upbeat US Data
2017-05-11 17:08:05,US Dollar Touches Highest Level in Weeks Against Euro Before Giving up Gains
2017-05-11 11:27:27,New Zealand Dollar Tumbles After RBNZ Policy Meeting
2017-05-10 19:09:28,Canadian Dollar Strengthens Against US Peer as Crude Inventories Fall
2017-05-10 17:09:52,EUR/USD continues losing streak despite Mario Draghi speech
2017-05-09 19:44:07,US Dollar Climbs Against Most Major Peers on Positive Interest Rates Outlook
2017-05-09 16:37:01,USD/CAD Rallies Higher on Weak Canadian Building Permits Data
2017-05-08 18:19:28,Canadian Dollar Retreats as Weak Chinese Data Weighs on Metal Prices
2017-05-08 18:15:27,"US Dollar Rallies Slightly Higher, but Still Under Increased Selling Pressure"
2017-05-06 16:43:53,Dollar Soft Despite Week of Good Fundamentals
2017-05-05 17:32:38,Canadian Dollar Gains Strength amid Stabilizing Oil Prices
2017-05-05 16:09:15,Euro Rallies Higher Against the US Dollar as NFP Effects Fade
2017-05-05 15:21:02,US Dollar Posts Mixed Results on Positive Non-Farm Payrolls Data 2
2017-05-05 08:56:15,Australian Dollar Follows Crude Oil in Volatile Trading
2017-05-05 08:29:01,New Zealand Dollar Avoids Drop Thanks to Inflation Eectations
2017-05-04 12:21:15,EUR/USD Rallies Higher on Strong Eurozone PMI and Retail Sales Data
2017-05-04 11:00:26,Australian Dollar Lower After Economic Data &amp; Comments from RBA Chief
2017-05-03 19:43:24,"CAD Falls vs. USD, Gains on Other Majors"
2017-05-03 18:27:15,USD/JPY Rallies Higher on Weaker Japanese Yen and Nikkei Holiday
2017-05-03 17:56:30,US Dollar Climbs Versus Major Peers on Robust Labor Market Data
2017-05-03 15:16:51,EUR/USD Stable-to-Lower Ahead of Fed
2017-05-03 08:26:23,New Zealand Dollar Fails to Hold onto Gains After Employment Data
2017-05-02 18:44:30,Canadian Dollar Plummets Versus US Peer amid Growing Uncertainty About Trade Outlook
2017-05-02 17:11:15,US Dollar Climbs Against Japanese Yen on Higher Appetite for Risk
2017-05-02 12:17:30,EUR/USD Trades Sideways on Negative Eurozone Unemployment Data
2017-05-02 08:51:12,"Australia Dollar Higher After RBA, Under Pressure from China’ Data"
2017-05-01 19:09:34,US Dollar Fluctuates Between Gains and Losses amid Weak Manufacturing PMI
2017-05-01 07:29:07,First Week of May Should Be Important for US Dollar 1
2017-04-28 18:25:39,US Dollar Weakens Versus a Basket of Major Counterparts on Disappointing GDP Growth
2017-04-28 17:05:47,USD/CAD Rallies Briefly After Release of Flat Canadian GDP Data
2017-04-28 11:34:58,EUR/USD Rallies Higher on Positive Eurozone CPI Data 82
2017-04-28 10:48:03,"GBP/USD Rises to Highest Since September, Ignoring Data"
2017-04-27 20:26:21,US Dollar Remains Little Changed Against Main Peers on Mixed Economic Data
2017-04-27 17:17:47,EUR/USD Dips Drastically as ECB Maintains Interest Rates and QE Program
2017-04-26 19:22:14,New Zealand Dollar weakens Against US Counterpart Following Trump Tweet on Dairy Industry
2017-04-26 15:27:05,USD/CAD Trades Sideways After Disappointing Canadian Retail Sales Data 01
2017-04-26 07:52:51,AUD/USD Drops for Third Day as Australian CPI Misses Eectations
2017-04-25 18:06:45,Canadian Dollar Declines as US Imposes New Duties on Canadian Lumber Imports
2017-04-25 16:22:51,US Dollar Drops to New Lows Despite Positive US Data
2017-04-24 19:07:31,Canadian Dollar Erases Early Gains as Lower Oil Prices Outweigh Wholesale Data
2017-04-24 18:14:09,Euro Gaps Against US Dollar Following French Election Results
2017-04-24 12:26:21,EUR/USD Retreats from -Month High After French Election
2017-04-21 17:50:46,US Dollar Edges Higher on Strong Housing Data and Anticipation for French Election
2017-04-21 00:08:15,US Dollar Stays Lower on Lackluster Manufacturing Data
2017-04-20 13:19:54,GBP/USD Maintains Its Gains as UK Voting Intentions Become Clear
2017-04-19 19:02:25,Canadian Dollar Drops for Second Day
2017-04-19 17:21:39,Dollar Logs Limited Rally
2017-04-18 18:53:47,US Dollar Drops Against Euro as Housing Data Disappoints
2017-04-18 14:50:31,Euro Rallies Higher Against US Dollar Despite Looming French Elections
2017-04-18 14:03:58,British Pound Rallies Against US Dollar on Snap UK Election Announcement c
2017-04-18 11:22:26,Australian Dollar Drops Against US Dollar upon Release of RBA Minutes 1
2017-04-17 16:18:50,EUR/USD Pushes Higher on Soft US Housing and Manufacturing Data
2017-04-14 17:50:15,Euro Gains Slightly Against the US Dollar on Weak US CPI Data
2017-04-14 14:27:32,US Dollar Edges Lower amid Thin Trading and Disappointing Retail Sales
2017-04-13 16:37:37,US Dollar Partly Recovers After Plummeting on Negative Comments from Trump
2017-04-13 16:22:54,Australian Dollar Rallies Against US Dollar on Strong Employment Data U
2017-04-12 17:47:54,Canadian Dollar Strengthens Against US Dollar on BoC Interest Rate Announcement
2017-04-11 19:20:23,Canadian Dollar Gains Against Most Peers Ahead of BoC Interest Rate Decision
2017-04-11 17:14:22,US Dollar Weakens Against Japanese Yen as Investors’ Risk Appetite Declines
2017-04-11 11:22:41,Australian Dollar Steady on Tuesday
2017-04-10 20:46:32,US Dollar Declines Against Euro as Anticipation Grows for Yellen Speech
2017-04-10 15:11:33,EUR/USD Starts Week on a Decline as French Elections Approach U
2017-04-08 12:52:21,US Dollar Ends Week Strong as Markets Ignore NFP
2017-04-07 19:34:16,EUR/USD Declines to Close the Week Much Lower Despite Poor NFP Data
2017-04-07 17:58:08,Canadian Dollar Gets Boost from Economic Indicators &amp; Oil Prices
2017-04-07 17:24:48,US Dollar Unfazed by Abysmal Nonfarm Payrolls
2017-04-06 17:13:42,Canadian Dollar Recovers from Early Losses Despite Negative Housing Data
2017-04-06 17:11:09,EUR/USD Declines on Dovish ECB and the Release of US Jobless Claims Data
2017-04-06 12:58:44,"Australian Dollar Drops on Chinese Services PMI, Manages to Bounce 0"
2017-04-05 17:41:09,EUR/USD Weakens as Uncertainty Looms over French Elections
2017-04-05 16:57:07,US Dollar Climbs Following Positive ADP Employment Data
2017-04-04 21:39:20,US Dollar Loses Earlier Gains Against Euro Ahead of Anticipated Economic Data
2017-04-04 18:34:11,GBP/USD Declines for Second Day Triggered by Disappointing Industry Reports
2017-04-03 21:26:38,US Dollar Declines Against Japanese Yen on Uncertainty about Congressional Support for Trump
2017-04-03 17:41:11,USD/CAD Declines Briefly After Release of BoC’s Business Outlook Survey
2017-03-31 18:42:26,USD/CAD Declines After Release of Canada’s GDP Data
2017-03-31 16:39:50,US Dollar Steadies on Dovish Comments from Federal Reserve Official
2017-03-30 19:35:40,US Dollar Rises Against Major Peers on Strong GDP Data
2017-03-30 18:15:26,EUR/USD Declines After the Release of Disappointing German CPI Data
2017-03-30 11:26:33,"South African Rand Bounces, Jumping More Than % vs. Dollar"
2017-03-29 17:19:10,US Dollar Rallies Following the Release of Pending Home Sales Data
2017-03-28 19:29:10,US Dollar Climbs Against Main Peers on Solid Consumer Confidence Data
2017-03-28 17:38:08,GBP/USD Declines After Release of Positive US Economic Data
2017-03-27 18:56:00,Canadian Dollar Climbs Against US Counterpart amid Uncertainty Surrounding Trump Plans 8
2017-03-27 17:12:13,GBP/USD Rallies Ahead of Theresa May’s Triggering of Article
2017-03-27 08:26:12,US Dollar Weak as Trump Fails to Repeal Obamacare
2017-03-24 22:32:46,"US Dollar Gives up Early Gains on Disappointing Data, Healthcare Vote Delayed"
2017-03-24 18:09:41,EUR/USD Rallies Higher on Positive Eurozone PMI Data and Weak Greenback
2017-03-24 09:49:56,New Zealand Dollar Falls for Fourth Day Against Yen
2017-03-23 17:52:00,US Dollar Maintains Losses Ahead of GOP Healthcare Plan Vote
2017-03-23 17:01:36,GBP/USD Rallies After Release of Strong UK Sales Data by the ONS
2017-03-22 17:45:44,EUR/USD Rallies After Release of the Eurozone’s Current Account Balance
2017-03-22 17:15:15,US Dollar Weakens as Doubts Grow Against Trump Tax and Spending Plans
2017-03-22 09:11:15,Yen Climbs vs. Dollar to Highest in Four Months
2017-03-21 19:44:34,US Dollar Falls Against Major Peers on Concerns About Trump Administration
2017-03-21 16:42:46,GBP/USD Consolidates Gains Made After Release of UK CPI Data
2017-03-20 20:24:23,Canadian Dollar Falls Against US Peer as Oil Prices Fall
2017-03-20 17:19:24,US Dollar Demonstrates Mild Recovery During the American session
2017-03-17 18:46:01,US Dollar Trades near Lowest Level in More Than a Month 8
2017-03-17 18:02:41,USD/JPY Declines After Release of US Consumer Confidence data
2017-03-17 11:35:50,New Zealand Dollar Rallies Following Manufacturing Report
2017-03-16 18:12:44,US Dollar Maintains Losses Despite Higher Interest Rates from Federal Reserve U
2017-03-15 18:20:31,British Pound Rallies Against US Dollar Following UK Jobless Data
2017-03-15 17:01:00,USD/CAD Demonstrates Bearish Trend Ahead of FOMC Rate Decision
2017-03-14 16:57:48,EUR/USD Remains Bearish as ZEW German Survey Disappoints
2017-03-14 15:14:47,US Dollar Climbs Ahead of Federal Reserve Decision on Interest Rates
2017-03-13 15:50:02,EUR/USD Rally Reverses as Political Uncertainty in the Eurozone Intensifies
2017-03-10 18:49:48,Canadian Dollar Hangs onto Gains After Solid Employment Data u
2017-03-10 16:03:43,US Dollar Disappoints Despite Strong Non-Farm Payroll Report
2017-03-10 10:40:32,GBP/USD Rallies Briefly After Release of UK Production Data for January
2017-03-09 22:10:28,British Pound Weakens to Lowest Level in Weeks Against US Dollar
2017-03-09 16:26:00,US Dollar Reaches Strongest Level in Weeks Against Japanese Yen
2017-03-08 18:30:47,US Dollar Climbs Against Euro on Strong ADP Employment Data
2017-03-07 18:09:05,USD/CAD Remains Stable After Release of Trade Balance Data 9
2017-03-07 17:25:13,Canadian Dollar Trades near Lowest Level in Two Months After Trade Data
2017-03-07 12:46:06,Australian Dollar Welcomes RBA Decision to Stay Pat
2017-03-06 22:44:18,US Dollar Bounces as Traders Continue to Anticipate Fed Hike 2c
2017-03-06 17:36:39,"EUR/USD Rallies Briefly, Later Retraces Gains as Uncertainty Plagues the Eurozone"
2017-03-06 13:36:28,Australian Dollar Ignores China’s Growth Target Revision u
2017-03-04 12:58:05,"US Dollar Rallies Over Week, Loses Gains vs. Euro by Weekend"
2017-03-03 17:15:09,EUR/USD Retreats from Daily High After Release of US ISM Non-Manufacturing Data
2017-03-02 16:52:24,USD/CAD Deflates Briefly from Bullish Trend After Release of Canadian GDP Data
2017-03-02 16:06:13,US Dollar Climbs on Eectations of an Interest Rate Hike by Federal Reserve in March
2017-03-02 11:26:54,USD/CHF Rises as Swiss GDP Misses Forecasts
2017-03-01 17:10:08,USD/CAD Rallies on Positive US ISM Manufacturing Data and BoC Announcement
2017-03-01 14:54:05,US Dollar Jumps Against All Major Peers Following Trump Address to Congress
2017-02-28 21:24:19,"Canadian Dollar Retreats on Weak US GDP, Despite Positive Manufacturing Prices Data"
2017-02-28 18:00:23,AUD/USD Trades in a Range Ahead of Australia’s GDP Announcement
2017-02-28 16:45:37,US Dollar Drops Against Euro on Concerns Towards Trump Speech
2017-02-28 11:15:53,"NZD Flat vs. USD, Lower vs. EUR &amp; JPY amid Unfavorable Fundamentals"
2017-02-27 19:01:58,Japanese Yen Edges Lower Against US Dollar Ahead of Retail Sales Data
2017-02-27 17:37:54,"Canadian Dollar Fluctuates on Weak Demand Ahead of BoC Decision, Despite Higher Oil Prices"
2017-02-27 17:27:55,US Dollar Tumbles on Mixed Economic Releases as Markets Await Trump Speech 0
2017-02-27 11:46:15,Positive Economic Data Doesn’t Prevent Fall of Australia Dollar
2017-02-25 11:12:07,Dollar’s Performance Lukewarm During Trading Week
2017-02-24 18:59:53,Canadian Dollar Edges Higher Against US Counterpart on Strong Inflation Data
2017-02-24 18:14:42,"US Dollar Rallies Briefly After Release of Home Sales Data, Later Retraces Gains"
2017-02-23 19:35:43,Canadian Dollar Rises Against US Peer Ahead of Consumer Price Index Data
2017-02-23 17:15:04,US Dollar Plummets After Steven Mnuchin Interview and Initial Jobless Claims Data
2017-02-23 13:29:48,Pound Gains on Dollar &amp; Euro After Retail Sales Data
2017-02-23 00:03:20,"Canadian Dollar Falls, Trims Losses After Fed Minutes"
2017-02-22 19:33:27,British Pound Drops Against US Dollar Despite Positive Revision for UK GDP
2017-02-22 18:02:44,"US Dollar Rallies, Later Retreats, as Markets Await Release of FOMC Minutes d"
